kernel_major,kernel_minor,kernel_patch,suid_pkexec,suid_su,suid_sudo,suid_mount,suid_passwd,suid_chsh,suid_total_count,sudo_has_all,sudo_has_nopasswd,euid_is_root,risk_label,kernel_flavor_debian,kernel_flavor_kali-amd64,kernel_flavor_rhel,kernel_flavor_standard,kernel_flavor_ubuntu
5,16,0,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
6,16,2,0,1,1,1,1,1,18,0,0,0,1,0,0,0,0,1
5,7,9,0,1,1,1,1,1,23,0,0,0,1,1,0,0,0,0
4,6,4,1,1,1,1,1,1,54,0,1,0,2,0,1,0,0,0
5,3,4,1,1,1,1,1,1,40,1,1,0,2,0,1,0,0,0
6,12,5,1,1,1,1,1,1,34,1,0,0,2,0,1,0,0,0
6,19,3,0,1,1,1,1,1,34,0,0,0,1,0,0,0,0,1
6,12,9,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
5,12,7,0,1,1,1,1,1,28,0,0,0,1,1,0,0,0,0
6,16,7,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
6,11,1,1,1,1,1,1,1,48,1,0,0,2,0,1,0,0,0
6,17,9,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
5,10,6,1,1,1,1,1,1,32,1,0,0,2,0,1,0,0,0
5,15,4,0,1,1,1,1,1,56,1,0,0,2,0,0,0,0,1
6,14,5,0,1,1,1,1,1,21,1,0,0,1,1,0,0,0,0
6,12,3,1,1,1,1,1,1,57,1,1,0,2,0,1,0,0,0
6,12,0,0,1,1,1,1,1,27,0,0,0,1,1,0,0,0,0
6,9,4,1,1,1,1,1,1,42,1,0,0,2,0,1,0,0,0
4,1,2,1,1,1,1,1,1,58,1,1,0,2,0,0,0,0,1
6,11,1,1,1,1,1,1,1,38,0,0,0,2,0,1,0,0,0
5,10,9,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
5,5,6,1,1,1,1,1,1,59,1,0,0,2,0,1,0,0,0
4,4,6,1,1,1,1,1,1,35,1,0,0,2,0,0,0,0,1
5,4,1,1,1,1,1,1,1,54,0,1,0,2,0,0,0,0,1
5,7,1,0,1,1,1,1,1,23,0,0,0,1,1,0,0,0,0
6,16,2,0,1,1,1,1,1,27,1,0,0,1,0,0,0,0,1
6,21,10,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
4,3,4,1,1,1,1,1,1,40,1,0,0,2,0,1,0,0,0
4,11,5,0,1,1,1,1,1,54,1,0,0,2,0,0,0,0,1
5,18,6,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
4,10,0,0,1,1,1,1,1,31,1,0,0,2,0,1,0,0,0
5,14,3,0,1,1,1,1,1,23,0,0,0,1,0,0,0,0,1
5,19,4,0,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
5,12,7,1,1,1,1,1,1,36,1,1,0,2,0,0,0,0,1
5,11,0,1,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
5,12,4,1,1,1,1,1,1,52,1,1,0,2,0,1,0,0,0
6,11,2,0,1,1,1,1,1,22,0,0,0,1,1,0,0,0,0
5,21,4,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
5,0,6,1,1,1,1,1,1,42,1,0,0,2,0,0,0,0,1
5,1,1,1,1,1,1,1,1,54,1,0,0,2,0,1,0,0,0
6,13,8,0,1,1,1,1,1,31,0,0,0,1,1,0,0,0,0
6,14,2,0,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
6,16,2,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
5,6,7,1,1,1,1,1,1,53,1,1,0,2,0,0,0,0,1
5,3,5,1,1,1,1,1,1,40,0,0,0,2,0,1,0,0,0
6,21,9,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
6,6,9,0,1,1,1,1,1,34,0,0,0,1,1,0,0,0,0
6,14,0,0,1,1,0,1,0,12,0,0,0,0,0,0,0,1,0
6,20,10,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
5,19,9,0,1,1,0,1,0,13,0,0,0,0,0,0,0,1,0
6,0,1,1,1,1,1,1,1,56,0,0,0,2,0,1,0,0,0
5,1,0,0,1,1,1,1,1,41,1,0,0,2,0,1,0,0,0
6,10,0,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
6,6,0,0,1,1,1,1,1,31,0,0,0,1,0,0,0,0,1
5,14,10,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
5,17,3,0,1,1,1,1,1,33,0,0,0,1,1,0,0,0,0
5,8,8,0,1,1,1,1,1,22,0,0,0,1,0,0,0,0,1
5,19,11,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
5,3,2,1,1,1,1,1,1,57,1,0,0,2,0,0,0,0,1
6,12,8,0,1,1,1,1,1,33,0,0,0,1,0,0,0,0,1
5,6,0,1,1,1,1,1,1,33,1,0,0,2,0,1,0,0,0
6,19,10,0,1,1,0,1,0,19,0,0,0,0,0,0,0,1,0
5,11,7,0,1,1,1,1,1,20,0,0,0,1,1,0,0,0,0
6,15,4,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
5,12,4,0,1,1,1,1,1,33,0,0,0,1,0,0,0,0,1
5,10,3,0,1,1,1,1,1,34,0,0,0,1,0,0,0,0,1
6,6,0,1,1,1,1,1,1,40,1,1,0,2,0,1,0,0,0
6,19,3,1,1,1,1,1,1,23,0,0,0,1,0,0,0,0,1
5,21,5,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
5,13,11,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
4,12,0,1,1,1,1,1,1,32,1,0,0,2,0,0,0,0,1
6,11,5,0,1,1,1,1,1,34,0,0,0,1,0,0,0,0,1
6,19,8,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
5,15,9,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
5,15,3,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
6,14,0,0,1,1,1,1,1,32,0,0,0,1,1,0,0,0,0
5,17,0,0,1,1,1,1,1,30,1,0,0,1,1,0,0,0,0
5,5,4,0,1,1,1,1,1,26,0,0,0,1,1,0,0,0,0
5,14,8,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
6,19,10,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
6,10,0,0,1,1,1,1,1,18,0,0,0,1,1,0,0,0,0
4,14,3,1,1,1,1,1,1,44,1,0,0,2,0,1,0,0,0
5,9,8,0,1,1,1,1,1,25,1,0,0,1,1,0,0,0,0
5,10,7,0,1,1,0,1,0,17,0,0,0,0,0,0,1,0,0
5,17,3,0,1,1,1,1,1,36,1,1,0,2,0,1,0,0,0
6,19,5,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
6,15,7,0,1,1,1,1,1,52,1,0,0,2,0,1,0,0,0
6,10,5,0,1,1,1,1,1,22,0,0,0,1,0,0,0,0,1
6,6,6,0,1,1,1,1,1,19,0,0,0,1,0,0,0,0,1
4,15,6,1,1,1,1,1,1,54,1,0,0,2,0,1,0,0,0
4,10,1,1,1,1,1,1,1,45,0,0,0,2,0,1,0,0,0
6,19,4,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
6,13,7,0,1,1,1,1,1,26,1,0,0,1,1,0,0,0,0
5,13,1,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
5,7,1,0,1,1,1,1,1,24,0,0,0,1,1,0,0,0,0
6,16,7,0,1,1,1,1,1,31,0,0,0,1,1,0,0,0,0
5,4,2,1,1,1,1,1,1,57,0,0,0,2,0,1,0,0,0
6,11,0,1,1,1,1,1,1,45,0,0,0,2,0,1,0,0,0
6,10,2,1,1,1,1,1,1,54,1,0,0,2,0,0,0,0,1
5,17,3,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
5,13,1,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
5,14,5,0,1,1,1,1,1,32,0,0,0,1,1,0,0,0,0
6,12,7,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
5,20,10,0,1,1,0,1,0,12,0,0,0,0,0,0,0,1,0
6,14,4,0,1,1,1,1,1,34,0,0,0,1,0,0,0,0,1
5,13,3,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
6,13,3,0,1,1,1,1,1,23,1,0,0,1,0,0,0,0,1
6,12,8,0,1,1,1,1,1,33,1,0,0,1,0,0,0,0,1
5,11,7,1,1,1,1,1,1,35,1,0,0,2,0,0,0,0,1
5,5,1,1,1,1,1,1,1,34,0,0,0,1,1,0,0,0,0
6,14,2,1,1,1,1,1,1,59,0,1,0,2,0,1,0,0,0
6,13,2,0,1,1,0,1,0,10,0,0,0,0,0,0,0,1,0
5,4,3,1,1,1,1,1,1,54,1,0,0,2,0,0,0,0,1
5,14,7,0,1,1,0,1,0,17,0,0,0,0,0,0,1,0,0
6,15,7,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
6,14,0,0,1,1,1,1,1,22,0,0,0,1,1,0,0,0,0
5,21,2,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
5,18,2,0,1,1,1,1,1,31,0,0,0,1,1,0,0,0,0
5,15,1,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
5,6,3,0,1,1,1,1,1,30,0,0,0,1,1,0,0,0,0
5,6,1,0,1,1,1,1,1,22,0,0,0,1,0,0,0,0,1
6,5,2,1,1,1,1,1,1,33,1,0,0,2,0,1,0,0,0
6,17,1,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
5,14,6,0,1,1,1,1,1,34,0,0,0,1,0,0,0,0,1
4,6,4,1,1,1,1,1,1,54,1,0,0,2,0,0,0,0,1
6,19,0,0,1,1,1,1,1,22,0,0,0,1,0,0,0,0,1
5,17,3,0,1,1,1,1,1,34,1,0,0,1,0,0,0,0,1
5,12,2,0,1,1,0,1,0,17,0,0,0,0,0,0,1,0,0
6,12,7,1,1,1,1,1,1,57,1,1,0,2,0,0,0,0,1
5,1,1,1,1,1,1,1,1,41,1,0,0,2,0,1,0,0,0
5,16,4,0,1,1,1,1,1,26,0,0,0,1,0,0,0,0,1
5,21,8,0,1,1,0,1,0,10,0,0,0,0,0,0,0,1,0
5,17,1,0,1,1,1,1,1,22,0,0,0,1,1,0,0,0,0
5,9,0,1,1,1,1,1,1,47,1,0,0,2,0,1,0,0,0
6,6,0,1,1,1,1,1,1,34,1,1,0,2,0,1,0,0,0
4,3,4,1,1,1,1,1,1,53,0,0,0,2,0,0,0,0,1
5,16,1,0,1,1,1,1,1,27,0,0,0,1,0,0,0,0,1
5,19,7,0,1,1,1,1,1,30,0,0,0,1,0,0,0,0,1
6,13,0,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
4,16,3,0,1,1,1,1,1,57,1,1,0,2,0,1,0,0,0
4,4,3,1,1,1,1,1,1,31,1,1,0,2,0,0,0,0,1
5,17,6,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
4,2,1,0,1,1,1,1,1,48,1,0,0,2,0,0,0,0,1
6,14,2,0,1,1,1,1,1,23,0,0,0,1,0,0,0,0,1
6,21,1,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
5,15,6,0,1,1,1,1,1,24,1,0,0,1,1,0,0,0,0
6,4,4,1,1,1,1,1,1,43,0,1,0,2,0,0,0,0,1
5,21,5,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
6,14,1,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
5,14,7,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
6,11,3,1,1,1,1,1,1,47,1,1,0,2,0,0,0,0,1
6,17,4,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
6,10,9,0,1,1,1,1,1,34,0,0,0,1,0,0,0,0,1
5,1,1,1,1,1,1,1,1,50,1,1,0,2,0,1,0,0,0
6,1,0,1,1,1,1,1,1,38,1,1,0,2,0,0,0,0,1
5,9,2,1,1,1,1,1,1,43,1,0,0,2,0,0,0,0,1
6,11,2,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
5,16,6,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
5,16,11,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
5,16,2,1,1,1,1,1,1,50,0,0,0,2,0,1,0,0,0
5,6,1,1,1,1,1,1,1,52,1,0,0,2,0,1,0,0,0
5,11,2,1,1,1,1,1,1,30,0,0,0,2,0,0,0,0,1
5,15,1,1,1,1,1,1,1,36,1,0,0,2,0,0,0,0,1
4,7,7,0,1,1,1,1,1,42,1,0,0,2,0,1,0,0,0
5,6,0,0,1,1,1,1,1,25,1,0,0,1,1,0,0,0,0
6,12,5,0,1,1,1,1,1,34,0,0,0,1,1,0,0,0,0
5,14,9,0,1,1,1,1,1,21,1,0,0,1,0,0,0,0,1
6,16,2,0,1,1,1,1,1,28,0,0,0,1,0,0,0,0,1
5,15,2,0,1,1,1,1,1,23,0,0,0,1,0,0,0,0,1
6,12,10,0,1,1,0,1,0,13,0,0,0,0,0,0,0,1,0
5,5,6,0,1,1,1,1,1,19,0,0,0,1,0,0,0,0,1
4,4,6,0,1,1,1,1,1,51,1,1,0,2,0,0,0,0,1
6,19,8,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
5,1,2,1,1,1,1,1,1,31,1,1,0,2,0,1,0,0,0
6,11,6,1,1,1,1,1,1,47,1,1,0,2,0,0,0,0,1
6,17,2,0,1,1,1,1,1,22,0,0,0,1,0,0,0,0,1
6,11,1,0,1,1,1,1,1,29,0,0,0,1,0,0,0,0,1
6,9,0,1,1,1,1,1,1,45,1,1,0,2,0,0,0,0,1
4,15,5,0,1,1,1,1,1,51,1,0,0,2,0,0,0,0,1
5,12,6,0,1,1,1,1,1,28,1,0,0,1,1,0,0,0,0
5,13,2,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
5,3,0,1,1,1,1,1,1,39,0,0,0,2,0,0,0,0,1
5,14,3,1,1,1,1,1,1,36,1,0,0,2,0,1,0,0,0
6,21,7,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
6,11,1,0,1,1,1,1,1,19,0,0,0,1,1,0,0,0,0
6,11,0,0,1,1,1,1,1,44,1,0,0,2,0,0,0,0,1
5,4,4,1,1,1,1,1,1,59,1,0,0,2,0,0,0,0,1
5,7,3,0,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
5,14,11,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
6,14,10,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
5,12,5,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
5,19,9,0,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
4,17,4,0,1,1,1,1,1,32,1,1,0,2,0,1,0,0,0
5,7,5,0,1,1,1,1,1,32,0,0,0,1,0,0,0,0,1
6,11,7,1,1,1,1,1,1,44,1,0,0,2,0,0,0,0,1
5,11,7,0,1,1,1,1,1,28,0,1,0,1,0,0,0,0,1
6,14,8,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
5,18,3,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
6,4,5,1,1,1,1,1,1,33,1,1,0,2,0,0,0,0,1
5,11,0,0,1,1,1,1,1,23,1,0,0,1,0,0,0,0,1
5,11,8,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
5,20,2,0,1,1,0,1,0,19,0,0,0,0,0,0,0,1,0
5,16,10,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
6,8,2,0,1,1,1,1,1,24,1,0,0,1,0,0,0,0,1
5,6,0,1,1,1,1,1,1,59,1,1,0,2,0,1,0,0,0
6,9,1,0,1,1,1,1,1,22,0,0,0,1,1,0,0,0,0
5,11,10,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
5,18,3,0,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
6,12,3,0,1,1,1,1,1,32,0,0,0,1,1,0,0,0,0
6,13,8,1,1,1,1,1,1,21,1,0,0,1,0,0,0,0,1
6,10,2,0,1,1,1,1,1,25,1,0,0,1,0,0,0,0,1
5,17,5,0,1,1,1,1,1,27,0,0,0,1,1,0,0,0,0
5,13,3,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
4,7,1,1,1,1,1,1,1,45,1,0,0,2,0,1,0,0,0
5,17,4,1,1,1,1,1,1,41,0,0,0,2,0,1,0,0,0
6,18,3,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
5,12,4,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
6,10,10,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
6,21,0,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
6,19,9,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
5,11,3,0,1,1,1,1,1,34,0,0,0,1,0,0,0,0,1
6,3,6,1,1,1,1,1,1,38,1,0,0,2,0,0,0,0,1
5,10,8,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
4,9,0,1,1,1,1,1,1,59,1,0,0,2,0,1,0,0,0
5,15,0,1,1,1,1,1,1,25,0,0,0,1,0,0,0,0,1
5,14,0,1,1,1,1,1,1,49,1,0,0,2,0,0,0,0,1
6,13,9,0,1,1,1,1,1,21,0,0,0,1,1,0,0,0,0
6,11,7,0,1,1,1,1,1,19,1,0,0,1,0,0,0,0,1
4,3,2,1,1,1,1,1,1,58,0,0,0,2,0,0,0,0,1
5,12,6,0,1,1,0,1,0,10,0,0,0,0,0,0,0,1,0
5,9,2,1,1,1,1,1,1,38,1,0,0,2,0,0,0,0,1
5,11,4,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
5,15,7,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
6,18,10,0,1,1,0,1,0,10,0,0,0,0,0,0,0,1,0
6,12,5,0,1,1,1,1,1,33,0,0,0,1,1,0,0,0,0
6,7,2,0,1,1,1,1,1,29,0,0,0,1,0,0,0,0,1
6,10,3,1,1,1,1,1,1,34,1,1,0,2,0,1,0,0,0
5,13,8,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
6,7,5,1,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
6,12,1,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
5,14,3,0,1,1,0,1,0,19,0,0,0,0,0,0,0,1,0
5,7,6,0,1,1,1,1,1,30,0,0,0,1,1,0,0,0,0
5,5,2,0,1,1,1,1,1,32,0,0,0,1,1,0,0,0,0
5,17,5,0,1,1,1,1,1,24,0,0,0,1,1,0,0,0,0
4,4,4,1,1,1,1,1,1,46,1,0,0,2,0,0,0,0,1
6,6,3,1,1,1,1,1,1,46,1,0,0,2,0,1,0,0,0
6,9,1,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
5,2,6,1,1,1,1,1,1,57,1,1,0,2,0,1,0,0,0
5,7,4,0,1,1,1,1,1,30,1,0,0,1,1,0,0,0,0
4,14,4,1,1,1,1,1,1,59,1,0,0,2,0,1,0,0,0
6,13,2,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
5,21,11,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
5,11,6,0,1,1,0,1,0,19,0,0,0,0,0,0,0,1,0
6,17,3,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
6,9,2,1,1,1,1,1,1,38,1,0,0,2,0,1,0,0,0
5,5,0,0,1,1,1,1,1,19,0,0,0,1,0,0,0,0,1
4,10,5,0,1,1,1,1,1,31,1,1,0,2,0,1,0,0,0
6,19,5,0,1,1,0,1,0,13,0,0,0,0,0,0,0,1,0
5,16,9,0,1,1,1,1,1,30,1,0,0,1,0,0,0,0,1
6,15,7,0,1,1,1,1,1,29,0,0,0,1,1,0,0,0,0
6,16,0,0,1,1,1,1,1,19,0,0,0,1,0,0,0,0,1
5,2,2,1,1,1,1,1,1,55,0,0,0,2,0,0,0,0,1
5,17,5,1,1,1,1,1,1,41,1,0,0,2,0,0,0,0,1
6,4,1,0,1,1,1,1,1,46,1,0,0,2,0,1,0,0,0
6,12,8,0,1,1,0,1,0,19,0,0,0,0,0,0,0,1,0
6,18,2,0,1,1,1,1,1,32,0,1,0,1,0,0,0,0,1
5,10,8,0,1,1,1,1,1,30,1,0,0,1,1,0,0,0,0
5,6,0,0,1,1,1,1,1,33,0,0,0,1,1,0,0,0,0
4,13,2,1,1,1,1,1,1,30,1,0,0,2,0,1,0,0,0
6,17,10,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
6,15,0,0,1,1,0,1,0,10,0,0,0,0,0,0,0,1,0
6,6,8,0,1,1,1,1,1,24,0,1,0,1,0,0,0,0,1
5,7,3,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
5,17,11,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
4,17,6,0,1,1,1,1,1,41,1,0,0,2,0,0,0,0,1
6,7,7,0,1,1,1,1,1,28,0,0,0,1,1,0,0,0,0
6,10,0,1,1,1,1,1,1,26,1,0,0,1,1,0,0,0,0
5,18,6,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
6,9,0,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
5,17,8,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
4,11,7,1,1,1,1,1,1,53,1,0,0,2,0,1,0,0,0
5,12,2,1,1,1,1,1,1,55,1,0,0,2,0,1,0,0,0
6,15,2,0,1,1,1,1,1,33,0,0,0,1,1,0,0,0,0
5,7,7,1,1,1,1,1,1,30,0,0,0,1,0,0,0,0,1
5,7,7,1,1,1,1,1,1,58,1,1,0,2,0,1,0,0,0
6,18,7,0,1,1,1,1,1,23,0,0,0,1,1,0,0,0,0
4,0,7,0,1,1,1,1,1,59,1,1,0,2,0,1,0,0,0
6,12,4,1,1,1,1,1,1,51,0,0,0,2,0,1,0,0,0
4,12,4,0,1,1,1,1,1,58,0,0,0,2,0,1,0,0,0
6,19,4,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
6,10,1,1,1,1,1,1,1,29,1,0,0,1,1,0,0,0,0
5,19,9,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
5,12,0,0,1,1,1,1,1,30,0,0,0,1,1,0,0,0,0
5,10,8,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
5,19,5,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
5,16,8,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
5,0,1,1,1,1,1,1,1,50,1,0,0,2,0,1,0,0,0
5,11,2,0,1,1,1,1,1,30,0,0,0,1,0,0,0,0,1
6,6,1,1,1,1,1,1,1,31,1,0,0,2,0,1,0,0,0
5,10,4,0,1,1,0,1,0,19,0,0,0,0,0,0,0,1,0
5,17,0,1,1,1,1,1,1,46,1,1,0,2,0,1,0,0,0
6,19,5,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
4,12,7,1,1,1,1,1,1,35,1,1,0,2,0,1,0,0,0
6,17,6,1,1,1,1,1,1,57,1,1,0,2,0,1,0,0,0
5,7,9,0,1,1,1,1,1,24,1,0,0,1,1,0,0,0,0
6,8,9,0,1,1,1,1,1,20,1,1,0,1,0,0,0,0,1
5,10,5,0,1,1,1,1,1,23,0,0,0,1,1,0,0,0,0
5,16,5,0,1,1,1,1,1,26,0,0,0,1,0,0,0,0,1
6,14,6,0,1,1,1,1,1,24,0,0,0,1,1,0,0,0,0
5,15,1,0,1,1,1,1,1,23,0,0,0,1,1,0,0,0,0
5,16,3,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
6,15,5,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
5,18,0,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
6,15,7,0,1,1,1,1,1,33,0,0,0,1,0,0,0,0,1
5,11,0,0,1,1,0,1,0,10,0,0,0,0,0,0,0,1,0
6,14,3,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
5,19,4,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
6,19,11,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
5,13,9,0,1,1,1,1,1,19,1,0,0,1,1,0,0,0,0
5,14,10,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
6,14,5,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
5,19,6,0,1,1,1,1,1,21,0,0,0,1,0,0,0,0,1
5,9,5,0,1,1,1,1,1,33,0,0,0,1,0,0,0,0,1
5,16,2,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
5,17,2,1,1,1,1,1,1,41,1,1,0,2,0,1,0,0,0
5,18,2,0,1,1,1,1,1,28,0,0,0,1,1,0,0,0,0
6,21,9,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
5,6,2,1,1,1,1,1,1,47,1,0,0,2,0,0,0,0,1
5,5,5,0,1,1,1,1,1,20,1,1,0,1,0,0,0,0,1
5,12,7,0,1,1,1,1,1,24,1,0,0,1,1,0,0,0,0
5,0,2,0,1,1,1,1,1,54,1,1,0,2,0,1,0,0,0
6,2,6,1,1,1,1,1,1,35,1,1,0,2,0,1,0,0,0
6,11,4,0,1,1,1,1,1,29,1,0,0,1,1,0,0,0,0
5,14,2,0,1,1,1,1,1,24,0,0,0,1,0,0,0,0,1
5,9,1,1,1,1,1,1,1,47,1,0,0,2,0,1,0,0,0
5,11,6,0,1,1,1,1,1,19,0,0,0,1,1,0,0,0,0
5,11,3,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
5,17,2,1,1,1,1,1,1,37,1,0,0,2,0,1,0,0,0
4,8,1,0,1,1,1,1,1,34,1,1,0,2,0,1,0,0,0
4,5,3,1,1,1,1,1,1,30,1,0,0,2,0,1,0,0,0
5,8,9,0,1,1,1,1,1,27,0,0,0,1,0,0,0,0,1
5,15,10,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
6,14,0,0,1,1,1,1,1,25,0,0,0,1,0,0,0,0,1
6,19,8,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
5,8,8,0,1,1,1,1,1,20,1,0,0,1,0,0,0,0,1
5,18,9,0,1,1,1,1,1,26,0,0,0,1,1,0,0,0,0
5,17,2,0,1,1,0,1,0,12,0,0,0,0,0,0,0,1,0
6,14,7,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
6,12,0,0,1,1,1,1,1,34,0,0,0,1,1,0,0,0,0
5,13,2,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
5,6,2,1,1,1,1,1,1,18,0,0,0,1,1,0,0,0,0
6,10,1,0,1,1,1,1,1,29,0,0,0,1,1,0,0,0,0
5,14,0,0,1,1,1,1,1,24,0,0,0,1,1,0,0,0,0
6,19,7,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
5,12,3,1,1,1,1,1,1,44,0,0,0,2,0,0,0,0,1
6,15,7,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
6,21,7,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
6,9,1,0,1,1,1,1,1,36,1,0,0,2,0,1,0,0,0
6,12,1,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
5,12,5,0,1,1,1,1,1,30,0,0,0,1,0,0,0,0,1
5,19,7,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
5,12,4,1,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
5,9,2,1,1,1,1,1,1,30,1,1,0,2,0,0,0,0,1
4,8,4,0,1,1,1,1,1,45,1,0,0,2,0,0,0,0,1
